ICD10	Long descriptor of ICD	GBE Name	Controls	Cases	Source	Data field	Disease group	GBE ID
B44	aspergillosis	TTE_aspergillosis	502239	305	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130244.0.0.phe	130244	Certain infectious and parasitic diseases	HC561
B45	cryptococcosis	TTE_cryptococcosis	502537	7	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130246.0.0.phe	130246	Certain infectious and parasitic diseases	HC562
B46	zygomycosis	TTE_zygomycosis	502541	3	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130248.0.0.phe	130248	Certain infectious and parasitic diseases	HC563
B47	mycetoma	TTE_mycetoma	502527	17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130250.0.0.phe	130250	Certain infectious and parasitic diseases	HC564
B48	other mycoses, not elsewhere classified	TTE_other_mycoses,_not_elsewhere_classified	502516	28	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130252.0.0.phe	130252	Certain infectious and parasitic diseases	HC565
B49	unspecified mycosis	TTE_unspecified_mycosis	502102	442	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130254.0.0.phe	130254	Certain infectious and parasitic diseases	HC566
B50	plasmodium falciparum malaria	TTE_plasmodium_falciparum_malaria	502374	170	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130256.0.0.phe	130256	Certain infectious and parasitic diseases	HC567
B51	plasmodium vivax malaria	TTE_plasmodium_vivax_malaria	502504	40	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130258.0.0.phe	130258	Certain infectious and parasitic diseases	HC568
B52	plasmodium malariae malaria	TTE_plasmodium_malariae_malaria	502539	5	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130260.0.0.phe	130260	Certain infectious and parasitic diseases	HC569
B53	other parasitologically confirmed malaria	TTE_other_parasitologically_confirmed_malaria	502540	4	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130262.0.0.phe	130262	Certain infectious and parasitic diseases	HC570
B54	unspecified malaria	TTE_unspecified_malaria	501679	865	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130264.0.0.phe	130264	Certain infectious and parasitic diseases	HC571
B55	leishmaniasis	TTE_leishmaniasis	502530	14	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130266.0.0.phe	130266	Certain infectious and parasitic diseases	HC572
B57	chagas' disease	TTE_chagas'_disease	502543	1	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130270.0.0.phe	130270	Certain infectious and parasitic diseases	HC573
B58	toxoplasmosis	TTE_toxoplasmosis	502489	55	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130272.0.0.phe	130272	Certain infectious and parasitic diseases	HC574
B59	pneumocystosis	TTE_pneumocystosis	502449	95	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130274.0.0.phe	130274	Certain infectious and parasitic diseases	HC575
B60	other protozoal diseases, not elsewhere classified	TTE_other_protozoal_diseases,_not_elsewhere_classified	502534	10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130276.0.0.phe	130276	Certain infectious and parasitic diseases	HC576
B65	schistosomiasis [bilharziasis]	TTE_schistosomiasis_[bilharziasis]	502434	110	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130280.0.0.phe	130280	Certain infectious and parasitic diseases	HC577
B66	other fluke infections	TTE_other_fluke_infections	502539	5	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130282.0.0.phe	130282	Certain infectious and parasitic diseases	HC578
B67	echinococcosis	TTE_echinococcosis	502533	11	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130284.0.0.phe	130284	Certain infectious and parasitic diseases	HC579
B68	taeniasis	TTE_taeniasis	502533	11	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130286.0.0.phe	130286	Certain infectious and parasitic diseases	HC580
B69	cysticercosis	TTE_cysticercosis	502538	6	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130288.0.0.phe	130288	Certain infectious and parasitic diseases	HC581
B71	other cestode infections	TTE_other_cestode_infections	502531	13	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130292.0.0.phe	130292	Certain infectious and parasitic diseases	HC582
B73	onchocerciasis	TTE_onchocerciasis	502527	17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130296.0.0.phe	130296	Certain infectious and parasitic diseases	HC583
B74	filariasis	TTE_filariasis	502540	4	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130298.0.0.phe	130298	Certain infectious and parasitic diseases	HC584
B75	trichinellosis	TTE_trichinellosis	502543	1	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130300.0.0.phe	130300	Certain infectious and parasitic diseases	HC585
B76	hookworm diseases	TTE_hookworm_diseases	502511	33	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130302.0.0.phe	130302	Certain infectious and parasitic diseases	HC586
B77	ascariasis	TTE_ascariasis	502533	11	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130304.0.0.phe	130304	Certain infectious and parasitic diseases	HC587
B78	strongyloidiasis	TTE_strongyloidiasis	502537	7	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130306.0.0.phe	130306	Certain infectious and parasitic diseases	HC588
B79	trichuriasis	TTE_trichuriasis	502541	3	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130308.0.0.phe	130308	Certain infectious and parasitic diseases	HC589
B80	enterobiasis	TTE_enterobiasis	501818	726	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130310.0.0.phe	130310	Certain infectious and parasitic diseases	HC590
B81	other intestinal helminthiases, not elsewhere classified	TTE_other_intestinal_helminthiases,_not_elsewhere_classified	502527	17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130312.0.0.phe	130312	Certain infectious and parasitic diseases	HC591
B82	unspecified intestinal parasitism	TTE_unspecified_intestinal_parasitism	502461	83	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130314.0.0.phe	130314	Certain infectious and parasitic diseases	HC592
B83	other helminthiases	TTE_other_helminthiases	502463	81	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130316.0.0.phe	130316	Certain infectious and parasitic diseases	HC593
B85	pediculosis and phthiriasis	TTE_pediculosis_and_phthiriasis	502214	330	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130318.0.0.phe	130318	Certain infectious and parasitic diseases	HC594
B86	scabies	TTE_scabies	500115	2429	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130320.0.0.phe	130320	Certain infectious and parasitic diseases	HC595
B87	myiasis	TTE_myiasis	502537	7	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130322.0.0.phe	130322	Certain infectious and parasitic diseases	HC596
B88	other infestations	TTE_other_infestations	502363	181	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130324.0.0.phe	130324	Certain infectious and parasitic diseases	HC597
B89	unspecified parasitic disease	TTE_unspecified_parasitic_disease	502540	4	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130326.0.0.phe	130326	Certain infectious and parasitic diseases	HC598
B90	sequelae of tuberculosis	TTE_sequelae_of_tuberculosis	502508	36	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130328.0.0.phe	130328	Certain infectious and parasitic diseases	HC599
B91	sequelae of poliomyelitis	TTE_sequelae_of_poliomyelitis	502351	193	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130330.0.0.phe	130330	Certain infectious and parasitic diseases	HC600
B94	sequelae of other and unspecified infectious and parasitic diseases	TTE_sequelae_of_other_and_unspecified_infectious_and_parasitic_diseases	502451	93	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130334.0.0.phe	130334	Certain infectious and parasitic diseases	HC601
B95	streptococcus and staphylococcus as the cause of diseases classified to other chapters	TTE_streptococcus_and_staphylococcus_as_the_cause_of_diseases_classified_to_other_chapters	496376	6168	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130336.0.0.phe	130336	Certain infectious and parasitic diseases	HC602
B96	other bacterial agents as the cause of diseases classified to other chapters	TTE_other_bacterial_agents_as_the_cause_of_diseases_classified_to_other_chapters	489486	13058	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130338.0.0.phe	130338	Certain infectious and parasitic diseases	HC603
B97	viral agents as the cause of diseases classified to other chapters	TTE_viral_agents_as_the_cause_of_diseases_classified_to_other_chapters	501734	810	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130340.0.0.phe	130340	Certain infectious and parasitic diseases	HC604
B98	other specified infectious agents as the cause of diseases classified to other	TTE_other_specified_infectious_agents_as_the_cause_of_diseases_classified_to_other	499036	3508	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130342.0.0.phe	130342	Certain infectious and parasitic diseases	HC605
B99	other and unspecified infectious diseases	TTE_other_and_unspecified_infectious_diseases	501843	701	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130344.0.0.phe	130344	Certain infectious and parasitic diseases	HC606
D50	iron deficiency anaemia	TTE_iron_deficiency_anaemia	480449	22095	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130622.0.0.phe	130622	Blood, blood-forming organs and certain immune disorders	HC607
D51	vitamin b12 deficiency anaemia	TTE_vitamin_b12_deficiency_anaemia	499270	3274	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130624.0.0.phe	130624	Blood, blood-forming organs and certain immune disorders	HC608
D52	folate deficiency anaemia	TTE_folate_deficiency_anaemia	502034	510	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130626.0.0.phe	130626	Blood, blood-forming organs and certain immune disorders	HC609
D53	other nutritional anaemias	TTE_other_nutritional_anaemias	502355	189	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130628.0.0.phe	130628	Blood, blood-forming organs and certain immune disorders	HC610
D55	anaemia due to enzyme disorders	TTE_anaemia_due_to_enzyme_disorders	502518	26	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130630.0.0.phe	130630	Blood, blood-forming organs and certain immune disorders	HC611
D56	thalassaemia	TTE_thalassaemia	501911	633	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130632.0.0.phe	130632	Blood, blood-forming organs and certain immune disorders	HC612
D57	sickle-cell disorders	TTE_sickle-cell_disorders	501974	570	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130634.0.0.phe	130634	Blood, blood-forming organs and certain immune disorders	HC613
D58	other hereditary haemolytic anaemias	TTE_other_hereditary_haemolytic_anaemias	502332	212	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130636.0.0.phe	130636	Blood, blood-forming organs and certain immune disorders	HC614
D59	acquired haemolytic anaemia	TTE_acquired_haemolytic_anaemia	502269	275	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130638.0.0.phe	130638	Blood, blood-forming organs and certain immune disorders	HC615
D60	acquired pure red cell aplasia [erythroblastopenia]	TTE_acquired_pure_red_cell_aplasia_[erythroblastopenia]	502526	18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130640.0.0.phe	130640	Blood, blood-forming organs and certain immune disorders	HC616
D61	other aplastic anaemias	TTE_other_aplastic_anaemias	501560	984	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130642.0.0.phe	130642	Blood, blood-forming organs and certain immune disorders	HC617
D62	acute posthaemorrhagic anaemia	TTE_acute_posthaemorrhagic_anaemia	502173	371	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130644.0.0.phe	130644	Blood, blood-forming organs and certain immune disorders	HC618
D63	anaemia in chronic diseases classified elsewhere	TTE_anaemia_in_chronic_diseases_classified_elsewhere	501377	1167	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130646.0.0.phe	130646	Blood, blood-forming organs and certain immune disorders	HC619
D64	other anaemias	TTE_other_anaemias	480213	22331	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130648.0.0.phe	130648	Blood, blood-forming organs and certain immune disorders	HC620
D65	disseminated intravascular coagulation [defibrination syndrome]	TTE_disseminated_intravascular_coagulation_[defibrination_syndrome]	502482	62	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130650.0.0.phe	130650	Blood, blood-forming organs and certain immune disorders	HC621
D66	hereditary factor viii deficiency	TTE_hereditary_factor_viii_deficiency	502411	133	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130652.0.0.phe	130652	Blood, blood-forming organs and certain immune disorders	HC622
D67	hereditary factor ix deficiency	TTE_hereditary_factor_ix_deficiency	502521	23	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130654.0.0.phe	130654	Blood, blood-forming organs and certain immune disorders	HC623
D68	other coagulation defects	TTE_other_coagulation_defects	500383	2161	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130656.0.0.phe	130656	Blood, blood-forming organs and certain immune disorders	HC624
D69	purpura and other haemorrhagic conditions	TTE_purpura_and_other_haemorrhagic_conditions	498827	3717	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130658.0.0.phe	130658	Blood, blood-forming organs and certain immune disorders	HC625
D70	agranulocytosis	TTE_agranulocytosis	497164	5380	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130660.0.0.phe	130660	Blood, blood-forming organs and certain immune disorders	HC626
D71	functional disorders of polymorphonuclear neutrophils	TTE_functional_disorders_of_polymorphonuclear_neutrophils	502515	29	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130662.0.0.phe	130662	Blood, blood-forming organs and certain immune disorders	HC627
D72	other disorders of white blood cells	TTE_other_disorders_of_white_blood_cells	501531	1013	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130664.0.0.phe	130664	Blood, blood-forming organs and certain immune disorders	HC628
D73	diseases of spleen	TTE_diseases_of_spleen	501736	808	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130666.0.0.phe	130666	Blood, blood-forming organs and certain immune disorders	HC629
D74	methaemoglobinaemia	TTE_methaemoglobinaemia	502540	4	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130668.0.0.phe	130668	Blood, blood-forming organs and certain immune disorders	HC630
D75	other diseases of blood and blood-forming organs	TTE_other_diseases_of_blood_and_blood-forming_organs	500530	2014	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130670.0.0.phe	130670	Blood, blood-forming organs and certain immune disorders	HC631
D76	certain diseases involving lymphoreticular tissue and reticulohistiocytic system	TTE_certain_diseases_involving_lymphoreticular_tissue_and_reticulohistiocytic_system	502435	109	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130672.0.0.phe	130672	Blood, blood-forming organs and certain immune disorders	HC632
D77	other disorders of blood and blood-forming organs in diseases classified elsewhere	TTE_other_disorders_of_blood_and_blood-forming_organs_in_diseases_classified_elsewhere	502539	5	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130674.0.0.phe	130674	Blood, blood-forming organs and certain immune disorders	HC633
D80	immunodeficiency with predominantly antibody defects	TTE_immunodeficiency_with_predominantly_antibody_defects	502254	290	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.130676.0.0.phe	130676	Blood, blood-forming organs and certain immune disorders	HC634
