#GBE_ID	N_GBE	GBE_NAME	N_GBE	N_GBE	Y
BIN_FC50020544	1494	Phobia_diagnosed_by__a_professional	1494	1494	Y
BIN_FC50020548	2867	Manifestations_of_mania_or_irritability_More_creative_thoughts_vs_any	2867	2867	Y
BIN_FC5006148	2964	Eye_problems/disorders_Macular_degeneration	2964	2964	Y
BIN_FC5006149	14232	Toothache	14232	14232	Y
BIN_FC5006152	79397	Hayfever_rhinitis_or_eczema_diagnosed_by_doctor	79397	79397	Y
BIN_FC5006153	4783	Oral_contraceptives_(female_only)	4783	4783	Y
BIN_FC5006155	9861	Vitamin_E_vs_no_supplement	9861	9861	Y
BIN_FC6001747	4328	Hair_colour_(natural,_before_greying)_other	4328	4328	Y
BIN_FC60020126	5451	Bipolar_and_major_depression_status_single_probable_major_depressive_episode	5451	5451	Y
BIN_FC60020544	6071	Panic_attacks_diagnosed_by__a_professional	6071	6071	Y
BIN_FC60020548	8521	Manifestations_of_mania_or_irritability_Easily_distracted_vs_any	8521	8521	Y
BIN_FC6006149	58111	Dentures	58111	58111	Y
BIN_FC6006155	7294	Vitamin_B9_vs_no_supplement	7294	7294	Y
BIN_FC7001747	264892	Hair_colour_(natural,_before_greying)_brown	264892	264892	Y
BIN_FC70020544	670	Obsessive_compulsive_disorder_(OCD)_diagnosed_by__a_professional	670	670	Y
BIN_FC70020548	3062	Manifestations_of_mania_or_irritability_More_confident_vs_any	3062	3062	Y
BIN_FC7006154	48430	Aspirin_use_self-reported	48430	48430	Y
BIN_FC7006155	6513	Vitamin_A_vs_multivitamin	6513	6513	Y
BIN_FC7006179	109386	Fish_oil_supplements	109386	109386	Y
BIN_FC80020544	546	Mania,_hypomania,_bipolar_or_manic-depression_diagnosed_by__a_professional	546	546	Y
BIN_FC80020548	5307	Manifestations_of_mania_or_irritability_More_active_vs_any	5307	5307	Y
BIN_FC8006154	51391	Ibuprofen_use_self-reported	51391	51391	Y
BIN_FC8006155	14623	Vitamin_B_vs_multivitamin	14623	14623	Y
BIN_FC8006179	67501	Glucosamine_supplements	67501	67501	Y
BIN_FC90020544	23426	Depression_diagnosed_by__a_professional	23426	23426	Y
BIN_FC90020548	19520	Manifestations_of_mania_or_irritability_Any_vs_missing	19520	19520	Y
BIN_FC9006154	75511	Paracetamol_use_self-reported	75511	75511	Y
BIN_FC9006155	29942	Vitamin_C_vs_multivitamin	29942	29942	Y
BIN_FC9006179	23415	Calcium_supplements	23415	23415	Y
HC0	1047	aortic_stenosis	1047	1047	Y
HC1	3599	rosacea	3599	3599	Y
HC10	249	aortic_aneurysm	249	249	Y
HC100	118	anal_problem	118	118	Y
HC101	536	menopausal_symptoms_/_menopause	536	536	Y
HC102	712	gall_bladder_disease	712	712	Y
HC103	346	thyroid_goitre	346	346	Y
HC104	948	meniere's_disease	948	948	Y
HC105	391	shingles	391	391	Y
HC106	5600	psoriatic_arthropathy	5600	5600	Y
HC107	978	pituitary_adenoma/tumour	978	978	Y
HC108	14	bell's_palsy/facial_nerve_palsy	14	14	Y
HC109	1418	ovarian_problem	1418	1418	Y
HC11	246	fracture_vertebra_/_crush_fracture_/_vertebral_collapse	246	246	Y
HC110	5783	fracture_foot	5783	5783	Y
HC111	92	sciatica	92	92	Y
HC112	105	polycythaemia_vera	105	105	Y
HC113	689	fibromyalgia	689	689	Y
HC114	531	pericardial_effusion	531	531	Y
HC115	202	thyroiditis	202	202	Y
HC116	1369	optic_neuritis	1369	1369	Y
HC117	557	labyrinthitis	557	557	Y
HC118	8690	fracture_finger	8690	8690	Y
HC119	2984	bronchitis	2984	2984	Y
HC12	492	testicular_problems_(not_cancer)	492	492	Y
HC120	29	allergy_to_nickel	29	29	Y
HC121	2585	migraine	2585	2585	Y
HC122	390	disorder_or_pituitary_gland	390	390	Y
HC123	2836	muscle/soft_tissue_problem	2836	2836	Y
HC124	199	carpal_tunnel_syndrome	199	199	Y
HC125	15944	hepatitis_e	15944	15944	Y
HC126	308	polycystic_kidney	308	308	Y
HC127	94	dysmenorrhoea_/_dysmenorrhea	94	94	Y
HC128	192	fracture_hand	192	192	Y
HC129	2822	iron_deficiency_anaemia	2822	2822	Y
HC13	139	rectal_prolapse	139	139	Y
HC130	194	dyspepsia_/_indigestion	194	194	Y
HC131	2653	svt_/_supraventricular_tachycardia	2653	2653	Y
HC132	18473	angina	18473	18473	Y
HC133	2721	other_neurological_problem	2721	2721	Y
HC134	1459	bone_disorder	1459	1459	Y
HC135	4986	anxiety/panic_attacks	4986	4986	Y
HC136	2515	haemochromatosis	2515	2515	Y
HC137	66	neck_problem/injury	66	66	Y
HC138	42	peptic_ulcer	42	42	Y
HC139	1398	varicose_veins	1398	1398	Y
HC14	294	bursitis	294	294	Y
HC140	1767	urinary_frequency_/_incontinence	1767	1767	Y
HC141	22	scarlet_fever_/_scarlatina	22	22	Y
HC142	4303	pemphigoid/pemphigus	4303	4303	Y
HC143	601	macular_degeneration	601	601	Y
HC144	2458	psychological/psychiatric_problem	2458	2458	Y
HC145	77	post-natal_depression	77	77	Y
HC146	4391	yellow_fever	4391	4391	Y
HC147	58	vocal_cord_polyp	58	58	Y
HC148	56	wolff_parkinson_white_/_wpw_syndrome	56	56	Y
HC149	1011	blistering/desquamating_skin_disorder	1011	1011	Y
HC15	5152	dengue_fever	5152	5152	Y
HC150	880	unclassifiable	880	880	Y
HC151	1466	diphtheria	1466	1466	Y
HC152	161	chronic_skin_ulcers	161	161	Y
HC153	7726	hiatus_hernia	7726	7726	Y
HC154	254	pelvic_inflammatory_disease/_pid	254	254	Y
HC155	1861	hiv/aids	1861	1861	Y
HC156	4608	thalassaemia	4608	4608	Y
HC157	338	pernicious_anaemia	338	338	Y
HC158	3030	spine_arthritis/spondylitis	3030	3030	Y
HC159	20	obsessive_compulsive_disorder_(ocd)	20	20	Y
HC16	1057	retinal_artery/vein_occlusion	1057	1057	Y
HC160	109	fibrocystic_disease	109	109	Y
HC161	984	brain_abscess/intracranial_abscess	984	984	Y
HC162	316	thyroid_radioablation_therapy	316	316	Y
HC163	187	high_cholesterol	187	187	Y
HC164	30229	fracture_forearm_/_wrist	30229	30229	Y
HC165	2389	type_2_diabetes	2389	2389	Y
HC166	6928	food_intolerance	6928	6928	Y
HC167	410	diabetes_insipidus	410	410	Y
HC168	136	liver/biliary/pancreas_problem	136	136	Y
HC169	1048	septicaemia_/_sepsis	1048	1048	Y
HC17	728	atrial_fibrillation	728	728	Y
HC170	841	sarcoidosis	841	841	Y
HC171	778	aortic_regurgitation_/_incompetence	778	778	Y
HC172	562	fracture_tibia	562	562	Y
HC173	373	osteopenia	373	373	Y
HC174	72	myocarditis	72	72	Y
HC175	15	atrial_flutter	15	15	Y
HC176	5942	irritable_bowel_syndrome	5942	5942	Y
HC177	326	mumps_/_epidemic_parotitis	326	326	Y
HC178	1216	stress	1216	1216	Y
HC179	7811	prostate_problem_(not_cancer)	7811	7811	Y
HC18	86	endometriosis	86	86	Y
HC180	894	thyroid_problem_(not_cancer)	894	894	Y
HC181	337	eye_infection	337	337	Y
HC182	1063	anal_fissure	1063	1063	Y
HC183	22	renal_failure_requiring_dialysis	22	22	Y
HC184	1085	alcoholic_liver_disease_/_alcoholic_cirrhosis	1085	1085	Y
HC185	6168	ulcerative_colitis	6168	6168	Y
HC186	43	soft_tissue_inflammation	43	43	Y
HC187	111	burns_N/A	111	111	Y
HC188	14940	systemic_lupus_erythematosis/sle	14940	14940	Y
HC189	72	cervical_polyps	72	72	Y
HC19	14	cervical_erosion	14	14	Y
HC190	66	irregular_heart_beat	66	66	Y
HC191	205	tinnitus_/_tiniitis	205	205	Y
HC192	50	ischaemic_stroke	50	50	Y
HC193	1884	pancytopenia	1884	1884	Y
HC194	640	gastric/stomach_ulcers	640	640	Y
HC195	870	ureteric_obstruction/hydronephrosis	870	870	Y
HC196	764	diabetes	764	764	Y
HC197	327	diabetic_nephropathy	327	327	Y
HC198	699	paraplegia	699	699	Y
HC199	35	spinal_stenosis	35	35	Y
HC2	165	sjogren's_syndrome/sicca_syndrome	165	165	Y
HC20	81	myasthenia_gravis	81	81	Y
HC200	1811	pleurisy	1811	1811	Y
HC201	3147	arthritis_(nos)	3147	3147	Y
HC202	1084	bowel_/_intestinal_obstruction	1084	1084	Y
HC203	4968	otosclerosis	4968	4968	Y
HC204	1929	giardia_/_giardiasis	1929	1929	Y
HC205	5391	pulmonary_embolism_+/-_dvt	5391	5391	Y
HC206	1082	lichen_planus	1082	1082	Y
HC207	64	gastroenteritis/dysentry	64	64	Y
HC208	400	scleroderma/systemic_sclerosis	400	400	Y
HC209	2407	monoclonal_gammopathy/not_myeloma	2407	2407	Y
HC21	195	joint_disorder	195	195	Y
HC210	354	connective_tissue_disorder	354	354	Y
HC211	79	dermatomyositis	79	79	Y
HC212	242	oesophageal_disorder	242	242	Y
HC213	179	respiratory_failure	179	179	Y
HC214	18	heart_attack/myocardial_infarction	18	18	Y
HC215	107407	malaria	107407	107407	Y
HC216	1143	pneumothorax	1143	1143	Y
HC217	332	fracture_shoulder_/_scapula	332	332	Y
HC218	221	motor_neurone_disease	221	221	Y
HC219	19920	leg_claudication/_intermittent_claudication	19920	19920	Y
HC22	9135	osteoporosis	9135	9135	Y
HC220	380	fracture_thumb	380	380	Y
HC222	782	arterial_embolism	782	782	Y
HC223	1269	allergy/hypersensitivity/anaphylaxis	1269	1269	Y
HC224	638	rubella_/_german_measles	638	638	Y
HC225	12963	pneumonia	12963	12963	Y
HC226	359	herpes_simplex	359	359	Y
HC227	241	erectile_dysfunction_/_impotence	241	241	Y
HC228	43	chickenpox	43	43	Y
HC229	105	hyperparathyroidism	105	105	Y
HC23	69	breast_cysts	69	69	Y
HC230	320	benign_neuroma	320	320	Y
HC231	2326	gastritis/gastric_erosions	2326	2326	Y
HC232	527	abnormal_smear_(cervix)	527	527	Y
HC233	958	hepatitis_c	958	958	Y
HC234	1621	deliberate_self-harm/suicide_attempt	1621	1621	Y
HC235	49	stevens_johnson_syndrome	49	49	Y
HC236	61	cervical_spondylosis	61	61	Y
HC237	5950	parathyroid_hyperplasia/adenoma	5950	5950	Y
HC238	81	acromegaly	81	81	Y
HC239	4451	subdural_haemorrhage/haematoma	4451	4451	Y
HC24	314	mitral_regurgitation_/_incompetence	314	314	Y
HC240	1498	male_infertility	1498	1498	Y
HC241	206	mania/bipolar_disorder/manic_depression	206	206	Y
HC242	297	acne/acne_vulgaris	297	297	Y
HC243	14042	inguinal_hernia	14042	14042	Y
HC244	52	schizophrenia	52	52	Y
HC245	18	hydatiform_mole	18	18	Y
HC246	568	headaches_(not_migraine)	568	568	Y
HC247	308	disc_problem	308	308	Y
HC248	278	aortic_dissection	278	278	Y
HC249	132	fracture_jaw	132	132	Y
HC25	19448	cataract	19448	19448	Y
HC250	269	acute_infective_polyneuritis/guillain-barre_syndrome	269	269	Y
HC251	241	depression	241	241	Y
HC252	265	measles_/_morbillivirus	265	265	Y
HC253	1199	pleural_plaques_(not_known_asbestosis)	1199	1199	Y
HC254	1122	uterine_polyps	1122	1122	Y
HC255	1091	subarachnoid_haemorrhage	1091	1091	Y
HC256	476	fracture_toe	476	476	Y
HC257	597	femoral_hernia	597	597	Y
HC258	37	spina_bifida	37	37	Y
HC259	1593	deep_venous_thrombosis_(dvt)	1593	1593	Y
HC26	166	diverticular_disease/diverticulitis	166	166	Y
HC260	798	cerebral_aneurysm	798	798	Y
HC261	11642	non-infective_hepatitis	11642	11642	Y
HC262	4034	mitral_valve_disease	4034	4034	Y
HC263	1327	appendicitis	1327	1327	Y
HC264	193	infective/viral_hepatitis	193	193	Y
HC265	19	disc_degeneration	19	19	Y
HC266	17	post-traumatic_stress_disorder	17	17	Y
HC267	725	alopecia_/_hair_loss	725	725	Y
HC268	215	varicose_ulcer	215	215	Y
HC269	43054	pericarditis	43054	43054	Y
HC27	127	parkinsons_disease	127	127	Y
HC270	398	fracture_pelvis	398	398	Y
HC271	655	epicondylitis	655	655	Y
HC272	32	neutropenia/lymphopenia	32	32	Y
HC273	64234	essential_hypertension	64234	64234	Y
HC274	3311	bowel_/_intestinal_perforation	3311	3311	Y
HC275	573	fibrosing_alveolitis/unspecified_alveolitis	573	573	Y
HC276	5863	bph_/_benign_prostatic_hypertrophy	5863	5863	Y
HC277	357	varicella_zoster_virus	357	357	Y
HC278	477	other_joint_disorder	477	477	Y
HC279	51	myeloproliferative_disorder	51	51	Y
HC28	1939	bronchiectasis	1939	1939	Y
HC280	567	bile_duct_obstruction/ascending_cholangitis	567	567	Y
HC281	12665	nasal_polyps	12665	12665	Y
HC282	2964	whooping_cough_/_pertussis	2964	2964	Y
HC283	2712	cystitis	2712	2712	Y
HC284	522	opioid_dependency	522	522	Y
HC285	31605	asbestosis	31605	31605	Y
HC286	174	spontaneous_pneumothorax/recurrent_pneumothorax	174	174	Y
HC287	588	heart_valve_problem/heart_murmur	588	588	Y
HC288	120	joint_pain	120	120	Y
HC289	155	uterine_problem	155	155	Y
HC29	7	bile_duct_disease	7	7	Y
HC290	1749	fracture_face_/_orbit_/_eye_socket	1749	1749	Y
HC291	511	fracture_neck_/_cervical_fracture	511	511	Y
HC292	227	nephritis	227	227	Y
HC293	511	spinal_injury	511	511	Y
HC294	7081	hyperaldosteronism/conn's_syndrome	7081	7081	Y
HC295	8151	stomach_disorder	8151	8151	Y
HC296	367	peripheral_neuropathy	367	367	Y
HC297	24	trapped_nerve/compressed_nerve	24	24	Y
HC298	4395	scrotal_problem_(not_cancer)	4395	4395	Y
HC299	4657	hypothyroidism/myxoedema	4657	4657	Y
HC3	514	fracture_radius	514	514	Y
HC30	90	typhoid_fever	90	90	Y
HC300	258	benign_/_essential_tremor	258	258	Y
HC301	133	throat_or_larynx_disorder	133	133	Y
HC302	3247	phaeochromocytoma	3247	3247	Y
HC303	2094	sickle_cell_disease	2094	2094	Y
HC304	319	allergy_or_anaphylactic_reaction_to_drug	319	319	Y
HC305	145	mitral_stenosis	145	145	Y
HC306	348	fracture_neck_of_femur_/_hip	348	348	Y
HC307	1095	colitis/not_crohns_or_ulcerative_colitis	1095	1095	Y
HC308	1096	hypertrophic_cardiomyopathy_(hcm_/_hocm)	1096	1096	Y
HC309	150	brain_haemorrhage	150	150	Y
HC31	5417	diabetic_eye_disease	5417	5417	Y
HC310	41260	kidney_nephropathy	41260	41260	Y
HC311	2120	allergy_to_elastoplast	2120	2120	Y
HC312	131	vertigo	131	131	Y
HC313	240	hepatitis_d	240	240	Y
HC314	2438	spinal_cord_disorder	2438	2438	Y
HC315	315	infection_of_nervous_system	315	315	Y
HC316	10003	breast_disease_(not_cancer)	10003	10003	Y
HC317	365	retinitis_pigmentosa	365	365	Y
HC318	336	anorexia/bulimia/other_eating_disorder	336	336	Y
HC319	97	lichen_sclerosis	97	97	Y
HC32	1502	other_renal/kidney_problem	1502	1502	Y
HC320	1640	prostatitis	1640	1640	Y
HC321	555	synovitis	555	555	Y
HC322	1652	crohns_disease	1652	1652	Y
HC323	4399	pancreatic_disease	4399	4399	Y
HC324	195	schistosomiasis/bilharzia	195	195	Y
HC325	112	chronic/degenerative_neurological_problem	112	112	Y
HC326	12138	emphysema/chronic_bronchitis	12138	12138	Y
HC327	461	fracture_metatarsal	461	461	Y
HC328	6278	pleural_effusion	6278	6278	Y
HC329	132	other_venous/lymphatic_disease	132	132	Y
HC33	389	disorder_of_adrenal_gland	389	389	Y
HC330	202	myasthenia_gravis	202	202	Y
HC331	2608	tonsiltis	2608	2608	Y
HC332	309	mitral_valve_prolapse	309	309	Y
HC333	98	undescended_testicle	98	98	Y
HC334	1587	alpha-1_antitrypsin_deficiency	1587	1587	Y
HC335	4	vitiligo	4	4	Y
HC336	42	sclerosing_cholangitis	42	42	Y
HC337	307	osteoarthritis	307	307	Y
HC338	360	giant_cell/temporal_arteritis	360	360	Y
HC339	5881	fracture_lower_leg_/_ankle	5881	5881	Y
HC34	1627	renal/kidney_failure	1627	1627	Y
HC340	1112	menorrhagia_(unknown_cause)	1112	1112	Y
HC341	159	vasculitis	159	159	Y
HC342	594	dupuytren's_contracture	594	594	Y
HC343	47	constipation	47	47	Y
HC344	346	oesophageal_stricture	346	346	Y
HC345	92	mrsa_/_methicillin_resistant_staphylococcus_aureus	92	92	Y
HC346	1166	pyloric_stenosis	1166	1166	Y
HC347	525	hepatitis_a	525	525	Y
HC348	338	dementia/alzheimers/cognitive_impairment	338	338	Y
HC349	42	bowen's_disease	42	42	Y
HC35	344	female_infertility	344	344	Y
HC350	85	hyperprolactinaemia	85	85	Y
HC351	519	blepharitis_/_eyelid_infection	519	519	Y
HC352	474	peripheral_nerve_disorder	474	474	Y
HC353	1406	raynaud's_phenomenon/disease	1406	1406	Y
HC354	50	haemophilia	50	50	Y
HC355	965	benign_breast_lump	965	965	Y
HC356	307	aplastic_anaemia	307	307	Y
HC357	3621	other_respiratory_problems	3621	3621	Y
HC358	196	fracture_sternum	196	196	Y
HC359	203	tuberculosis_(tb)	203	203	Y
HC36	12612	fracture_patella_/_knee	12612	12612	Y
HC360	81	grave's_disease	81	81	Y
HC361	902	empyema	902	902	Y
HC362	8173	respiratory_infection	8173	8173	Y
HC363	591	encephalitis	591	591	Y
HC364	4082	sleep_apnoea	4082	4082	Y
HC365	27	gynaecological_disorder_(not_cancer)	27	27	Y
HC366	2491	insomnia	2491	2491	Y
HC367	37	other_substance_abuse/dependency	37	37	Y
HC368	85	meningioma_/_benign_meningeal_tumour	85	85	Y
HC369	182	pulmonary_fibrosis	182	182	Y
HC37	90	polio_/_poliomyelitis	90	90	Y
HC370	585	renal_failure_not_requiring_dialysis	585	585	Y
HC371	4986	adrenocortical_insufficiency/addison's_disease	4986	4986	Y
HC372	52	gout	52	52	Y
HC373	853	fracture_rib	853	853	Y
HC374	2812	kidney_stone/ureter_stone/bladder_stone	2812	2812	Y
HC375	477	chlamydia	477	477	Y
HC376	29945	umbilical_hernia	29945	29945	Y
HC377	83	uterine_fibroids	83	83	Y
HC378	11	paget's_disease	11	11	Y
HC379	709	jaundice_(unknown_cause)	709	709	Y
HC38	5074	psoriasis	5074	5074	Y
HC380	1485	heart_arrhythmia	1485	1485	Y
HC381	63	urticaria	63	63	Y
HC382	43624	asthma	43624	43624	Y
HC383	720	multiple_sclerosis	720	720	Y
HC384	423	duodenal_ulcer	423	423	Y
HC385	3517	eczema/dermatitis	3517	3517	Y
HC386	1564	myelofibrosis	1564	1564	Y
HC387	66	polymyositis	66	66	Y
HC388	108	diabetic_neuropathy/ulcers	108	108	Y
HC389	1125	cardiomyopathy	1125	1125	Y
HC39	586	chronic_sinusitis	586	586	Y
HC390	447	trigemminal_neuralgia	447	447	Y
HC391	228	cholelithiasis/gall_stones	228	228	Y
HC392	2106	pancreatitis	2106	2106	Y
HC393	66	scoliosis	66	66	Y
HC394	119	heart/cardiac_problem	119	119	Y
HC395	2066	cranial_nerve_problem/palsy	2066	2066	Y
HC396	2429	alcohol_dependency	2429	2429	Y
HC397	555	hypertension	555	555	Y
HC398	1096	fracture_wrist_/_colles_fracture	1096	1096	Y
HC399	71	dermatopolymyositis	71	71	Y
HC4	1060	liver_failure/cirrhosis	1060	1060	Y
HC40	530	nervous_breakdown	530	530	Y
HC400	2828	fracture_nose	2828	2828	Y
HC401	10153	hayfever/allergic_rhinitis	10153	10153	Y
HC402	3114	oesophagitis/barretts_oesophagus	3114	3114	Y
HC403	4	fracture_clavicle_/_collar_bone	4	4	Y
HC404	11508	retinal_detachment	11508	11508	Y
HC405	2041	vaginal_prolapse/uterine_prolapse	2041	2041	Y
HC406	2335	hyperthyroidism/thyrotoxicosis	2335	2335	Y
HC407	39	dry_eyes	39	39	Y
HC408	343	breast_fibroadenoma	343	343	Y
HC409	56	osteomyelitis	56	56	Y
HC41	20461	transient_ischaemic_attack_(tia)	20461	20461	Y
HC410	268	cervical_intra-epithelial_neoplasia_(cin)_/_precancerous_cells_cervix	268	268	Y
HC411	64	allergy_or_anaphylactic_reaction_to_food	64	64	Y
HC412	295	tendonitis_/_tendinitis_/_tenosynovitis	295	295	Y
HC413	291	bladder_problem_(not_cancer)	291	291	Y
HC414	1309	interstitial_lung_disease	1309	1309	Y
HC415	1210	cushings_syndrome	1210	1210	Y
HC416	31	peripheral_nerve_injury	31	31	Y
HC417	420	polycystic_ovaries/polycystic_ovarian_syndrome	420	420	Y
HC418	4317	heart_failure/pulmonary_odema	4317	4317	Y
HC419	368	plantar_fascitis	368	368	Y
HC42	1398	peritonitis	1398	1398	Y
HC420	320	ovarian_cyst_or_cysts	320	320	Y
HC421	478	other_abdominal_problem	478	478	Y
HC422	1184	ankylosing_spondylitis	1184	1184	Y
HC423	1819	cervical_problem	1819	1819	Y
HC424	2012	hereditary/genetic_haematological_disorder	2012	2012	Y
HC425	28	adrenal_tumour	28	28	Y
HC426	1	iritis	1	1	Y
HC427	2831	gestational_diabetes	2831	2831	Y
HC428	280	low_platelets/platelet_disorder	280	280	Y
HC429	241	muscle_or_soft_tissue_injuries	241	241	Y
HC43	14357	other_demyelinating_disease	14357	14357	Y
HC430	5587	rheumatoid_arthritis	5587	5587	Y
HC431	1581	emphysema	1581	1581	Y
HC432	487	antiphospholipid_syndrome	487	487	Y
HC433	516	lymphoedema	516	516	Y
HC434	283	meningitis	283	283	Y
HC435	3087	ear/vestibular_disorder	3087	3087	Y
HC436	292	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	292	292	Y
HC437	4210	epilepsy	4210	4210	Y
HC438	1138	hepatitis	1138	1138	Y
HC439	8	hepatitis_b	8	8	Y
HC44	980	fracture_ulna	980	980	Y
HC440	12186	ectopic_pregnancy	12186	12186	Y
HC441	327	hypopituitarism	327	327	Y
HC442	7287	rectal_or_colon_adenoma/polyps	7287	7287	Y
HC443	2974	bowel_/_intestinal_infarction	2974	2974	Y
HC444	174	lung_abscess	174	174	Y
HC445	456	oesophageal_varicies	456	456	Y
HC45	1228	head_injury	1228	1228	Y
HC46	156	chronic_laryngitis	156	156	Y
HC47	421	chronic_obstructive_airways_disease/copd	421	421	Y
HC48	366	eye/eyelid_problem	366	366	Y
HC49	20723	allergy_to_house_dust_mite	20723	20723	Y
HC5	292	chronic_fatigue_syndrome	292	292	Y
HC50	7	anaemia	7	7	Y
HC51	292	miscarriage	292	292	Y
HC52	1186	gestational_hypertension/pre-eclampsia	1186	1186	Y
HC53	683	primary_biliary_cirrhosis	683	683	Y
HC54	662	fracture_fibula	662	662	Y
HC55	3647	neurological_injury/trauma	3647	3647	Y
HC56	219	infectious_mononucleosis_/_glandular_fever_/_epstein_barr_virus_(ebv)	219	219	Y
HC57	4584	tennis_elbow_/_lateral_epicondylitis	4584	4584	Y
HC58	2354	sick_sinus_syndrome	2354	2354	Y
HC59	388	spinal_abscess	388	388	Y
HC6	2698	stroke	2698	2698	Y
HC60	9528	clotting_disorder/excessive_bleeding	9528	9528	Y
HC61	19958	haemorrhoids_/_piles	19958	19958	Y
HC62	1739	type_1_diabetes	1739	1739	Y
HC63	218	glomerulnephritis	218	218	Y
HC64	11556	aortic_aneurysm_rupture	11556	11556	Y
HC65	0	malabsorption/coeliac_disease	0	0	Y
HC66	54	enlarged_prostate	54	54	Y
HC67	100	parathyroid_gland_problem_(not_cancer)	100	100	Y
HC68	588	fracture_shaft_of_femur	588	588	Y
HC69	482	housemaid's_knee_(prepatellar_bursitis)	482	482	Y
HC7	8709	back_pain	8709	8709	Y
HC70	38	aortic_valve_disease	38	38	Y
HC71	13	microscopic_polyarteritis	13	13	Y
HC72	1558	back_problem	1558	1558	Y
HC73	69	retinal_problem	69	69	Y
HC74	1185	incisional_hernia	1185	1185	Y
HC75	15	cholecystitis	15	15	Y
HC76	1270	iga_nephropathy	1270	1270	Y
HC77	3397	carcinoid_syndrome/tumour	3397	3397	Y
HC78	15331	urinary_tract_infection/kidney_infection	15331	15331	Y
HC79	5533	prolapsed_disc/slipped_disc	5533	5533	Y
HC8	1638	pericardial_problem	1638	1638	Y
HC80	16	wegners_granulmatosis	16	16	Y
HC81	100	essential_thrombocytosis	100	100	Y
HC82	1844	cerebral_palsy	1844	1844	Y
HC83	6014	venous_thromboembolic_disease	6014	6014	Y
HC84	748	myositis/myopathy	748	748	Y
HC85	5078	fracture_upper_arm_/_humerus_/_elbow	5078	5078	Y
HC86	12180	polyartertis_nodosa	12180	12180	Y
HC87	187	fracture_skull_/_head	187	187	Y
HC88	1148	contact_dermatitis	1148	1148	Y
