Annotator	Annotation date	Name	GBE ID	Field	BasketID	TableID	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Notes
				Handedness (chirality/laterality)			1707									501632	Complete	Categorical single		Primary	Unisex	3	1	100430	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1707	
		Skin_colour	QT_FC1001717			9797	1717	1	0	1		-1;-3	1;2;3;4;5;6											100431	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100431	
				Ease of skin tanning			1727									498430	Complete	Categorical single		Primary	Unisex	3	1	100432	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1727	
Guhan	11/26/18	Childhood_sunburn_occasions	INI1737	Childhood sunburn occasions		9797	1737	1		1		-1;-3				498448	Complete	Integer	times	Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1737	
		Hair_colour_(natural,_before_greying)_blonde	BIN_FC1001747			9797	1747	0	7		1	-1;-3		1	2;3;4;5;6									100434	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100434	
		Hair_colour_(natural,_before_greying)_red	BIN_FC2001747			9797	1747	0	7		2			2	1;3;4;5;6									100434	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100434	
		Hair_colour_(natural,_before_greying)_light_brown	BIN_FC3001747			9797	1747	0	7		3			3	1;2;4;5;6									100434	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100434	
		Hair_colour_(natural,_before_greying)_dark_brown	BIN_FC4001747			9797	1747	0	7		4			4	1;2;3;5;6									100434	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100434	
		Hair_colour_(natural,_before_greying)_black	BIN_FC5001747			9797	1747	0	7		5			5	1;2;3;4;6									100434	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100434	
		Hair_colour_(natural,_before_greying)_other	BIN_FC6001747			9797	1747	0	7		6			6	1;2;3;4;5									100434	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100434	
		Hair_colour_(natural,_before_greying)_brown	BIN_FC7001747			9797	1747	0	7		7			3;4	1;2;5;6									100434	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100434	
				Facial ageing			1757									498740	Complete	Categorical single		Primary	Unisex	4	1	100435	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1757	
		Adopted_as_a_child	BIN_FC10001767	Adopted as a child		10137	1767	0	1		1	-1,-3		1	0	501728	Complete	Categorical single	Data		Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1767	"ACE touchscreen question ""Were you adopted as a child?"""
		Part_of_a_multiple_birth	BIN_FC10001777	Part of a multiple birth		10137	1777	0	1		1	-1,-3		1	0	494381	Complete	Categorical single	Data		Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1777	"ACE touchscreen question ""Are you a twin, triplet or other multiple birth?"" ~F1777~ was collected from all participants except those who indicated they were adopted as a child, as defined by their answers to ~F1767~"
		Maternal_smoking_around_birth	BIN_FC10001787	Maternal smoking around birth		10137	1787	0	1		1	-1,-3		1	0	494381	Complete	Categorical single	Data		Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1787	"ACE touchscreen question ""Did your mother smoke regularly around the time when you were born?"" ~F1787~ was collected from all participants except those who indicated they were adopted as a child, as defined by their answers to ~F1767~"
		Father_still_alive	BIN_FC10001797	Father still alive		9797	1797	0	1		1	-1,-3		1	0	494388	Complete	Categorical single	Data		Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1797	"ACE touchscreen question ""Is your father still alive?"" ~F1797~ was collected from all participants except those who indicated they were adopted as a child, as defined by their answers to ~F1767~"
Guhan	11/26/18	Father's_age_at_death	INI1807	Father's age at death		9797	1807	1		1		-1;-3				383027	Complete	Integer	years	Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1807	
		Mother_still_alive	BIN_FC10001835	Mother still alive		9797	1835	0	1		1	-1,-3		1	0	494388	Complete	Categorical single	Data		Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1835	"ACE touchscreen question ""Is your mother still alive?"" ~F1835~ was collected from all participants except those who indicated they were adopted as a child, as defined by their answers to ~F1767~"
Guhan	11/26/18	Mother's_age	INI1845	Mother's age		9797	1845	1		1		-1;-3				199412	Complete	Integer	years	Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1845	
Guhan	11/26/18	Number_of_full_brothers	INI1873	Number of full brothers		9797	1873	1		1		-1;-3				494319	Complete	Integer		Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1873	
Guhan	11/26/18	Number_of_full_sisters	INI1883	Number of full sisters		9797	1883	1		1		-1;-3				494319	Complete	Integer		Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1883	
	8/27/17	Mood_swings	BIN1920	Mood swings		10137	1920		1		1			1	0	501724	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1920	
	8/27/17	Miserableness	BIN1930	Miserableness		10137	1930		1		1			1	0	501724	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1930	
	8/27/17	Irritability	BIN1940	Irritability		10137	1940		1		1			1	0	501724	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1940	
	8/27/17	Sensitivity_/_hurt_feelings	BIN1950	Sensitivity / hurt feelings		10137	1950		1		1			1	0	501723	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1950	
	8/27/17	Fed-up_feelings	BIN1960	Fed-up feelings		10137	1960		1		1			1	0	501723	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1960	
	8/27/17	Nervous_feelings	BIN1970	Nervous feelings		10137	1970		1		1			1	0	501723	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1970	
	8/27/17	Worrier_/_anxious_feelings	BIN1980	Worrier / anxious feelings		10137	1980		1		1			1	0	501722	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1980	
	8/27/17	Tense_/_'highly_strung'	BIN1990	Tense / 'highly strung'		10137	1990		1		1			1	0	501722	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1990	
	8/27/17	Worry_too_long_after_embarrassment	BIN2000	Worry too long after embarrassment		10137	2000		1		1			1	0	501722	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2000	
	8/27/17	Suffer_from_'nerves'	BIN2010	Suffer from 'nerves'		10137	2010		1		1			1	0	501722	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2010	
	8/27/17	Loneliness,_isolation	BIN2020	Loneliness, isolation		10137	2020		1		1			1	0	501721	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2020	
	8/27/17	Guilty_feelings	BIN2030	Guilty feelings		10137	2030		1		1			1	0	501721	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2030	
	8/27/17	Risk_taking	BIN2040	Risk taking		10137	2040		1		1			1	0	501721	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2040	
		Frequency_of_depressed_mood_in_last_2_weeks	QT_FC1002050			10137	2050	1		1		-1;-3	1;2;3;4											100484	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100484	
		Frequency_of_unenthusiasm_/_disinterest_in_last_2_weeks	QT_FC1002060			10137	2060	1		1		-1;-3	1;2;3;4											100484	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100484	
		Frequency_of_tenseness_/_restlessness_in_last_2_weeks	QT_FC1002070			10137	2070	1		1		-1;-3	1;2;3;4											100484	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100484	
		Frequency_of_tiredness_/_lethargy_in_last_2_weeks	QT_FC1002080			10137	2080	1		1		-1;-3	1;2;3;4											100484	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100484	
	8/27/17	Seen_doctor_(GP)_for_nerves,_anxiety,_tension_or_depression	BIN2090	Seen doctor (GP) for nerves, anxiety, tension or depression		10137	2090		1		1			1	0	501717	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2090	
	8/27/17	Seen_a_psychiatrist_for_nerves,_anxiety,_tension_or_depression	BIN2100	Seen a psychiatrist for nerves, anxiety, tension or depression		10137	2100		1		1			1	0	501717	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2100	
		Able_to_confide	QT_FC1002110			10137	2110	1	0	1		-1;-3	0;1;2;3;4;5											100501	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100501	
				Answered sexual history questions			2129									501626	Complete	Categorical single		Primary	Unisex	4	1	100503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2129	
Guhan	11/26/18	Age_first_had_sexual_intercourse	INI2139	Age first had sexual intercourse		9797	2139	1		1		-2;-3;-1				456261	Complete	Integer	years	Primary	Unisex	3	1	100504	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2139	
Guhan	11/26/18	Lifetime_number_of_sexual_partners	INI2149	Lifetime number of sexual partners		9797	2149	1		1		-1;-3				452048	Complete	Integer		Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2149	
		Ever_had_same-sex_intercourse	BIN_FC1002159			9797	2159	0	1		1	-3		1	0									100352	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100352	
		Overall_health_rating	QT_FC1002178			9797	2178	1	0	1		-1;-3	4;3;2;1											100508	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100508	
		Long-standing_illness,_disability_or_infirmity	BIN_FC10002188	Long-standing illness, disability or infirmity		9797	2188	0	1		1	-1,-3		1	0	501710	Complete	Categorical single	Data		Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2188	"ACE touchscreen question ""Do you have any long-standing illness, disability or infirmity?"""
	8/27/17	Wears_glasses_or_contact_lenses	BIN2207	Wears glasses or contact lenses		10137	2207		1		1			1	0	501710	Complete	Categorical single		Primary	Unisex	3	1	100352	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2207	
		Age_started_wearing_glasses_or_contact_lenses	INI2217	Age started wearing glasses or contact lenses		10137	2217	1	0	1		-1,-3				442717	Complete	Integer	Data		Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2217	"ACE touchscreen question ""What age did you first start to wear glasses or contact lenses?"" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer    If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F2217~ was collected from participants who indicated they wear glasses or contact lenses to correct their vision, as defined by their answers to ~F2207~"
		Other_eye_problems	BIN_FC10002227	Other eye problems		10137	2227	0	1		1	-3		1	0	501709	Complete	Categorical single	Data		Unisex	3	1	100352	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2227	"ACE touchscreen question ""Do you have any other problems with your eyes or eyesight?"""
				Plays computer games			2237									501621	Complete	Categorical single		Primary	Unisex	4	1	100639	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2237	
		Hearing_difficulty	BIN_FC1002247			9797	2247		3		1	-1,-3		1	0									100631	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100631	
		Deafness	BIN_FC2002247			9797	2247		3		2	-1,-3		99	0									100631	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100631	
		Hearing_difficulty_and_Deafness	BIN_FC3002247			9797	2247		3		3	-1,-3		1,99	0									100631	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100631	
		Hearing_difficulty/problems_with_background_noise	BIN_FC10002257	Hearing difficulty/problems with background noise		9797	2257	0	1		1	-1,-3		1	0	501579	Complete	Categorical single	Data		Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2257	"ACE touchscreen question ""Do you find it difficult to follow a conversation if there is background noise (such as TV, radio, children playing)?"" ~F2257~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~"
				Use of sun/uv protection			2267									498721	Complete	Categorical single		Primary	Unisex	4	1	100536	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2267	
				Frequency of solarium/sunlamp use			2277									498721	Complete	Integer	times/year	Primary	Unisex	4	1	100537	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2277	
		Falls_in_the_last_year	QT_FC1002296			9797	2296	1	0	1		-3	1;2;3											100539	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100539	
		Weight_change_compared_with_1_year_ago	BIN_FC1002306			9797	2306	1	1		1	-1,-3		2,3	0									100540	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100540	
		Weight_change_compared_with_1_year_ago	QT_FC1002306			9797	2306	1	1	1		-1;-3	3;0;2											100540	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100540	
		Wheeze_or_whistling_in_the_chest_in_last_year	BIN_FC10002316	Wheeze or whistling in the chest in last year		10137	2316	0	1		1	-1,-3		1	0	501707	Complete	Categorical single	Data		Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2316	"ACE touchscreen question ""In the last year have you ever had wheeze or whistling in the chest?"""
		Chest_pain_or_discomfort	BIN_FC10002335	Chest pain or discomfort		10137	2335	0	1		1	-1,-3		1	0	501705	Complete	Categorical single	Data		Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2335	"ACE touchscreen question ""Do you ever have any pain or discomfort in your chest?"""
		Ever_had_bowel_cancer_screening	BIN_FC10002345	Ever had bowel cancer screening		9797	2345	0	1		1	-1,-3		1	0	501704	Complete	Categorical single	Data		Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2345	"ACE touchscreen question ""Have you ever had a screening test for bowel (colorectal) cancer? (Please include tests for blood in the stool/faeces or a colonoscopy or a sigmoidoscopy)"" If the participant activated the Help button they were shown the message:     Screening tests for bowel or colorectal cancer include:  - FOBT (faecal occult blood test) - this is when you    are given a set of cards and asked to smear a part    of your stool on three separate occasions onto the    cards and then return the cards to be tested for    blood.  - Sigmoidoscopy - a tube is used to examine the lower    bowel. This is usually done in a doctor's office    without pain relief.  - Colonoscopy - a long tube is used the examine the    whole large bowel; you would usually have to drink    a large amount of special liquid to prepare the    bowel, and you would be given a sedative medication    for the procedure."
				Most recent bowel cancer screening			2355									177915	Complete	Integer	years	Primary	Unisex	4	1	100567	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2355	
		Ever_had_prostate_specific_antigen_(PSA)_test	BIN_FC10002365	Ever had prostate specific antigen (PSA) test		9797	2365	0	1		1	-1,-3		1	0	228712	Complete	Categorical single	Data		Male	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2365	"ACE touchscreen question ""Have you ever had a blood test for prostate cancer (prostate specific antigen or PSA test)?"" If the participant activated the Help button they were shown the message:     If you are unsure, select Do not know."
		Relative_age_of_first_facial_hair	QT_FC1002375			10137	2375	1	0	1		-1;-3	1;2;3											100570	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100570	
		Relative_age_voice_broke	QT_FC1002385			10137	2385	1	0	1		-1;-3	1;2;3											100570	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100570	
		Male_pattern_baldness_severity	BIN_FC1002395			10137	2395	0	6	0	1	-1,-3	_	2	1									100572	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100572	
		Number_of_children_fathered	INI2405	Number of children fathered		10137	2405	1	0	1		-1,-3				227305	Complete	Integer	Data		Male	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2405	"ACE touchscreen question ""How many children have you fathered?"" The following checks were performed:  If answer   If answer > 200 then rejected  If answer > 15 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know."
