Annotator	Annotation date	Name	GBE ID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link
				Reason for skipping standing height	20047									824	Complete	Categorical single		Derived	Unisex	1	1	47	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20047
				Reason for skipping sitting height	20048									843	Complete	Categorical single		Derived	Unisex	1	1	47	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20048
				Reason for skipping visual acuity (right)	20056									410	Complete	Categorical single		Derived	Unisex	1	1	56	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20056
				Reason for skipping visual acuity (left)	20057									449	Complete	Categorical single		Derived	Unisex	1	1	56	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20057
				Illnesses of father	20107									488083	Complete	Categorical single		Primary	Unisex	4	10	1010	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20107
				Illnesses of mother	20110									493007	Complete	Categorical single		Primary	Unisex	4	11	1010	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20110
				Illnesses of siblings	20111									434176	Complete	Categorical single		Primary	Unisex	4	12	1010	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20111
				Illnesses of adopted father	20112									5279	Complete	Categorical single		Primary	Unisex	4	7	1010	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20112
				Illnesses of adopted mother	20113									5618	Complete	Categorical single		Primary	Unisex	4	6	1010	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20113
				Illnesses of adopted siblings	20114									3825	Complete	Categorical single		Primary	Unisex	4	7	1010	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20114
				Number of fluid intelligence questions attempted within time limit	20128									201839	Complete	Integer	questions	Derived	Unisex	4	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20128
				Number of columns displayed in round	20129									118538	Complete	Integer		Auxiliary	Unisex	1	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20129
				Number of rows displayed in round	20130									118538	Complete	Integer		Auxiliary	Unisex	1	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20130
				Number of correct matches in round	20131									118538	Complete	Integer		Primary	Unisex	1	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20131
				Number of incorrect matches in round	20132									118538	Complete	Integer		Primary	Unisex	1	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20132
				Time to complete round	20133									118538	Complete	Integer	deciseconds	Primary	Unisex	1	3	485	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20133
				When pairs test completed	20134									118538	Complete	Time		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20134
				When fluid intelligence test completed	20135									123649	Complete	Time		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20135
				When trail making test completed	20136									120469	Complete	Time		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20136
				When symbol digit substitution test completed	20137									120186	Complete	Time		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20137
				When numeric memory test completed	20138									111071	Complete	Time		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20138
				Errors before selecting correct item in numeric path (trail #1)	20147									26362	Complete	Integer	error-count	Primary	Unisex	1	25		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20147
				Errors before selecting correct item in alphanumeric path (trail #2)	20148									42775	Complete	Integer	error-count	Primary	Unisex	1	25		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20148
				Interval between previous point and current one in numeric path (trail #1)	20149									115160	Complete	Integer	milliseconds	Primary	Unisex	1	25	485	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20149
				Reproduciblity of spirometry measurement using ERS/ATS criteria	20152									353325	Complete	Categorical single		Derived	Unisex	1	1	7	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20152
				Interval between previous point and current one in alphanumeric path (trail #2)	20155									110411	Complete	Integer	milliseconds	Primary	Unisex	1	25	485	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20155
				Duration to complete numeric path (trail #1)	20156									104039	Complete	Continuous	seconds	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20156
				Duration to complete alphanumeric path (trail #2)	20157									104037	Complete	Continuous	seconds	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20157
				DXA images	20158									32138	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20158
				Number of symbol digit matches made correctly	20159									118476	Complete	Integer	correct-answers	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20159
				Ever smoked	20160									499754	Complete	Categorical single		Derived	Unisex	4	1	7	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20160
				Number of symbol digit matches attempted	20195									118476	Complete	Integer	attempts	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20195
				First code array presented	20196									120186	Complete	Categorical single		Auxiliary	Unisex	1	1	500	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20196
				Test array presented	20198									118796	Complete	Categorical single		Supporting	Unisex	1	117	500	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20198
				Values wanted	20200									118796	Complete	Integer		Primary	Unisex	1	117		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20200
				Dixon technique for internal fat - DICOM	20201									38728	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20201
				Pancreatic fat - DICOM	20202									37219	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20202
				Liver images - gradient echo - DICOM	20203									10130	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20203
				Liver Imaging - T1 ShMoLLI - DICOM	20204									38354	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20204
				Measurements of pancreas volume - DICOM	20206									21734	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20206
				Scout images for heart MRI - DICOM	20207									39838	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20207
				Long axis heart images - DICOM	20208									39750	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20208
				Short axis heart images - DICOM	20209									39588	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20209
				Aortic distensibilty images - DICOM	20210									37911	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20210
				Cine tagging images - DICOM	20211									37760	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20211
				Left ventricular outflow tract images - DICOM	20212									37852	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20212
				Blood flow images - DICOM	20213									37633	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20213
				Experimental shMOLLI sequence images - DICOM	20214									37859	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20214
				Scout images for brain scans - DICOM	20215									39154	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20215
				Functional brain images - task - DICOM	20217									34365	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20217
				Multiband diffusion brain images - DICOM	20218									37602	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20218
				Susceptibility weighted brain images - DICOM	20219									35786	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20219
				Carotid artery ultrasound image (left)	20222									7995	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20222
				Carotid artery ultrasound image (right)	20223									7998	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20223
				Phoenix - DICOM	20224									38587	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20224
				Functional brain images - resting - DICOM	20225									39043	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20225
				Carotid artery ultrasound report	20226									7998	Accruing	Text		Supporting	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20226
				Functional brain images - resting - NIFTI	20227									22331	Accruing	Text		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20227
				Values entered	20229									118796	Complete	Integer		Primary	Unisex	1	117		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20229
				Duration to entering value	20230									118796	Complete	Integer	milliseconds	Primary	Unisex	1	117		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20230
				Maximum digits remembered correctly	20240									111071	Complete	Integer		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20240
				Fluid intelligence completion status	20242									123649	Complete	Categorical single		Primary	Unisex	1	1	498	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20242
				Pairs matching completion status	20244									118538	Complete	Categorical single		Primary	Unisex	1	1	498	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20244
				Symbol digit completion status	20245									120186	Complete	Categorical single		Primary	Unisex	1	1	498	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20245
				Trail making completion status	20246									120469	Complete	Categorical single		Primary	Unisex	1	1	479	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20246
				Total errors traversing numeric path (trail #1)	20247									26362	Complete	Integer	error-count	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20247
				Total errors traversing alphanumeric path (trail #2)	20248									42775	Complete	Integer	error-count	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20248
				Functional brain images - task - NIFTI	20249									20967	Accruing	Text		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20249
				Multiband diffusion brain images - NIFTI	20250									20923	Accruing	Text		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20250
				Susceptibility weighted brain images - NIFTI	20251									19650	Accruing	Text		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20251
				T1 structural brain images - NIFTI	20252									22392	Accruing	Text		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20252
				T2 FLAIR structural brain images - NIFTI	20253									21708	Accruing	Text		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20253
				Liver images - IDEAL protocol - DICOM	20254									29912	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20254
				Pancreas Images - ShMoLLI - DICOM	20259									30715	Ongoing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20259
				Pancreas Images - gradient echo - DICOM	20260									30845	Ongoing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20260
				Ethnic background	21000									501632	Complete	Categorical single		Derived	Unisex	3	1	1001	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21000
				Age when attended assessment centre	21003									502524	Complete	Integer	years	Derived	Unisex	4	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21003
				Age at recruitment	21022									502524	Complete	Integer	years	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21022
				Genotype measurement batch	22000									488282	Accruing	Categorical single		Primary	Unisex	1	1	22000	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22000
				Genetic sex	22001									488282	Complete	Categorical single		Primary	Unisex	1	1	9	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22001
				CEL files	22002									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22002
				Heterozygosity	22003									488282	Accruing	Continuous	Fraction	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22003
				Heterozygosity, PCA corrected	22004									488282	Ongoing	Continuous	Fraction	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22004
				Missingness	22005									488282	Accruing	Continuous	Fraction	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22005
				Genetic ethnic grouping	22006									409627	Accruing	Categorical single		Derived	Unisex	1	1	1002	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22006
				Genotype measurement plate	22007									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22007
				Genotype measurement well	22008									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22008
				Genetic principal components	22009									488282	Accruing	Continuous	Units	Derived	Unisex	1	40		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22009
				Recommended genomic analysis exclusions	22010									480	Accruing	Categorical single		Derived	Unisex	1	1	1101	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22010
				Genetic relatedness pairing	22011									17304	Accruing	Integer		Derived	Unisex	1	5		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22011
				Genetic relatedness factor	22012									17304	Accruing	Continuous		Derived	Unisex	1	5		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22012
				Genetic relatedness IBS0	22013									17304	Accruing	Continuous		Derived	Unisex	1	5		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22013
				Genetic relatedness exclusions	22018									1532	Accruing	Categorical single		Derived	Unisex	1	1	947	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22018
				UKBiLEVE genotype quality control for samples	22051									49992	Complete	Categorical single		Primary	Unisex	1	1	100	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22051
				UKBiLEVE unrelatedness indicator	22052									49992	Complete	Categorical single		Primary	Unisex	1	1	101	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22052
				Chromosome 1 genotype results	22101									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22101
				Chromosome 2 genotype results	22102									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22102
				Chromosome 3 genotype results	22103									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22103
				Chromosome 4 genotype results	22104									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22104
				Chromosome 5 genotype results	22105									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22105
				Chromosome 6 genotype results	22106									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22106
				Chromosome 7 genotype results	22107									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22107
				Chromosome 8 genotype results	22108									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22108
				Chromosome 9 genotype results	22109									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22109
				Chromosome 10 genotype results	22110									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22110
				Chromosome 11 genotype results	22111									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22111
				Chromosome 12 genotype results	22112									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22112
				Chromosome 13 genotype results	22113									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22113
				Chromosome 14 genotype results	22114									488282	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22114
