Annotator	Annotation date	Name	GBE ID	TableID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link
					Weighted-mean OD in tract superior longitudinal fasciculus (left)	25698									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25698
					Weighted-mean OD in tract superior longitudinal fasciculus (right)	25699									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25699
					Weighted-mean OD in tract superior thalamic radiation (left)	25700									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25700
					Weighted-mean OD in tract superior thalamic radiation (right)	25701									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25701
					Weighted-mean OD in tract uncinate fasciculus (left)	25702									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25702
					Weighted-mean OD in tract uncinate fasciculus (right)	25703									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25703
					Weighted-mean ISOVF in tract acoustic radiation (left)	25704									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25704
					Weighted-mean ISOVF in tract acoustic radiation (right)	25705									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25705
					Weighted-mean ISOVF in tract anterior thalamic radiation (left)	25706									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25706
					Weighted-mean ISOVF in tract anterior thalamic radiation (right)	25707									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25707
					Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (left)	25708									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25708
					Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (right)	25709									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25709
					Weighted-mean ISOVF in tract parahippocampal part of cingulum (left)	25710									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25710
					Weighted-mean ISOVF in tract parahippocampal part of cingulum (right)	25711									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25711
					Weighted-mean ISOVF in tract corticospinal tract (left)	25712									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25712
					Weighted-mean ISOVF in tract corticospinal tract (right)	25713									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25713
					Weighted-mean ISOVF in tract forceps major	25714									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25714
					Weighted-mean ISOVF in tract forceps minor	25715									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25715
					Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (left)	25716									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25716
					Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (right)	25717									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25717
					Weighted-mean ISOVF in tract inferior longitudinal fasciculus (left)	25718									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25718
					Weighted-mean ISOVF in tract inferior longitudinal fasciculus (right)	25719									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25719
					Weighted-mean ISOVF in tract middle cerebellar peduncle	25720									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25720
					Weighted-mean ISOVF in tract medial lemniscus (left)	25721									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25721
					Weighted-mean ISOVF in tract medial lemniscus (right)	25722									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25722
					Weighted-mean ISOVF in tract posterior thalamic radiation (left)	25723									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25723
					Weighted-mean ISOVF in tract posterior thalamic radiation (right)	25724									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25724
					Weighted-mean ISOVF in tract superior longitudinal fasciculus (left)	25725									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25725
					Weighted-mean ISOVF in tract superior longitudinal fasciculus (right)	25726									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25726
					Weighted-mean ISOVF in tract superior thalamic radiation (left)	25727									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25727
					Weighted-mean ISOVF in tract superior thalamic radiation (right)	25728									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25728
					Weighted-mean ISOVF in tract uncinate fasciculus (left)	25729									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25729
					Weighted-mean ISOVF in tract uncinate fasciculus (right)	25730									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25730
					Microalbumin in urine	30500									156607	Accruing	Continuous	mg/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30500
					Creatinine (enzymatic) in urine	30510									484997	Accruing	Continuous	micromole/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30510
					Potassium in urine	30520									484012	Accruing	Continuous	millimole/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30520
					Sodium in urine	30530									483982	Accruing	Continuous	millimole/L	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30530
